url,name,address,city,state,phone
http://www.centredentairemontcalm.com/,Montcalm Dental Clinic,"835 Boulevard René-Lévesque O, Québec, QC G1S 1T4, Canada",QC G1S 1T4,Canada,+1 418-681-3836
https://www.smilemontreal.com/,Smile Montreal,"4695 Sherbrooke St W, Westmount, Quebec H3Z 1G2, Canada",Quebec H3Z 1G2,Canada,+1 514-700-0994
https://www.411sante.com/dentiste/monteregie/saint-lambert-1/dentiste-saint-lambert.htm,Centre Dentaire Saint-Lambert Inc.,"567 Victoria Ave, Saint-Lambert, Quebec J4P 3R2, Canada",Quebec J4P 3R2,Canada,+1 450-671-0050
https://www.411sante.com/dentiste/montreal/ville-marie-1/dentiste-ville-marie.htm,Drummond Dental Group - Downtown Montreal Dentist,"1538 Rue Sherbrooke O Ste 300, Montréal, QC H3G 1L5, Canada",QC H3G 1L5,Canada,+1 514-842-7311
https://centredentairevalcourt.com/,Valcourt Dental Center,"915 Bd des Cyprès, Valcourt, QC J0E 2L0, Canada",QC J0E 2L0,Canada,+1 450-532-2202
https://drleesheldon.com/,"Sheldon and Furtado, PLLC","3912 W Eau Gallie Blvd, Melbourne, FL 32934",Melbourne,FL,(321) 259-8000
http://www.denturologisterichmond.com/,Guillaume Madore d.d. Denturologiste,"71 du, Rue du Collège N, Richmond, QC J0B 2H0, Canada",QC J0B 2H0,Canada,+1 819-826-2451
https://melbourne.dentist-clinic.com/,Results,"Neo200, 200 Spencer St, Melbourne VIC 3000, Australia",Melbourne VIC 3000,Australia,+61 3 9999 9703
https://dental.mthc.com.au/,Results,"723 Swanston St, Carlton VIC 3010, Australia",Carlton VIC 3010,Australia,+61 3 9035 8402
http://www.dentistestetherese.com/,Results,"437 Rue Blainville E, Sainte-Thérèse, QC J7E 1N7, Canada",QC J7E 1N7,Canada,+1 450-979-7277
https://www.dentistmelbourneclinic.com.au/index.php,Results,"302/620 Bourke St, Melbourne VIC 3000, Australia",Melbourne VIC 3000,Australia,+61 3 9998 2636
https://www.melbournedentist.com/,Results,"Ste 2, Ground Floor/517 St Kilda Rd, Melbourne VIC 3004, Australia",Melbourne VIC 3004,Australia,+61 3 9867 1252
http://www.meiclinic.org/,Results,"1442 Sherbrooke St W Ste 100, Montreal, Quebec H3G 1K4, Canada",Quebec H3G 1K4,Canada,+1 438-878-9896
http://www.melvilledental.com/,Results,"4484 Sherbrooke St W Ste 100, Westmount, Quebec H3Z 1E6, Canada",Quebec H3Z 1E6,Canada,+1 514-379-4040
https://www.mcdental.com.au/,Results,"Central Shopping Centre, Shop 254, Level 2/211 La Trobe St, Melbourne VIC 3000, Australia",Melbourne VIC 3000,Australia,+61 3 8608 8971
http://meiclinic.org/,Results,"6600 Route Transcanadienne #800, Pointe-Claire, QC H9R 4S2, Canada",QC H9R 4S2,Canada,+1 514-695-4141
https://dentistsclinic.com.au/locations/melbourne-cbd/index.html,Results,"Level 3/620 Bourke St, Melbourne VIC 3000, Australia",Melbourne VIC 3000,Australia,+61 3 9088 0257
https://affordabledentistcbd.melbourne/?utm_source=GMB&utm_medium=GMBprofile&utm_campaign=GMBprofile,Results,"GL/350 Collins St, Melbourne VIC 3000, Australia",Melbourne VIC 3000,Australia,+61 1300 721 184
https://www.centredentairedaneault.com/?utm_source=Organic+Search&utm_medium=organic&utm_campaign=GMB,Results,"233 Rue Turgeon #201, Sainte-Thérèse, QC J7E 3J8, Canada",QC J7E 3J8,Canada,+1 450-430-4550
https://www.collinsstreetdental.net.au/?utm_source=gmb&utm_medium=organic,Results,"Alcaston House, Level 2/2 Collins St, Melbourne VIC 3000, Australia",Melbourne VIC 3000,Australia,+61 3 9654 5144
http://melbournedentalfamilycare.com.au/,Results,"6 Weeden Dr, Vermont South VIC 3133, Australia",Vermont South VIC 3133,Australia,+61 3 9654 6181
http://www.smilemontreal.com/,Results,"4695 Sherbrooke St W, Westmount, Quebec H3Z 1G2, Canada",Quebec H3Z 1G2,Canada,+1 514-937-6558
https://citysmiles.com.au/,Results,"8/20 Collins St, Melbourne VIC 3000, Australia",Melbourne VIC 3000,Australia,+61 3 9654 6979
http://medecinedentaire.umontreal.ca/,Results,"Entrée B-1 Université de Montréal, Pavillon Roger-Gaudry, 2900 Bd Édouard-Montpetit, Montréal, QC H3T 1J4, Canada",QC H3T 1J4,Canada,+1 514-343-6750
https://www.uniprix.com/fr/quebec/valcourt/julie-binette-7011887?utm_source=google&utm_medium=maps&utm_campaign=local_presence,Results,"1038 Rue St.Joseph, Valcourt, QC J0E 2L0, Canada",QC J0E 2L0,Canada,+1 450-532-2233
https://collinsdentalcare.com.au/,Results,"Level 11/24/28 Collins St, Melbourne VIC 3000, Australia",Melbourne VIC 3000,Australia,+61 3 9654 5844
https://melvilledentalcare.com.au/,Results,"258 Bell St, Coburg VIC 3058, Australia",Coburg VIC 3058,Australia,+61 3 9354 9714
http://shelbournedental.ca/,Results,"3994 Shelbourne St #224, Victoria, BC V8N 4M9, Canada",BC V8N 4M9,Canada,+1 250-477-6141
https://vermontsouthdental.com.au/,Results,"511a Burwood Hwy, Vermont South VIC 3133, Australia",Vermont South VIC 3133,Australia,+61 3 9803 2188
http://www.vermontfamilydental.com.au/,Results,"678 Canterbury Rd, Vermont VIC 3133, Australia",Vermont VIC 3133,Australia,+61 3 9874 0091
https://melvilledentalcare.com.au/maribyrnong-practice/,Results,"473 Gordon St, Maribyrnong VIC 3032, Australia",Maribyrnong VIC 3032,Australia,+61 3 9354 9714
http://www.cliniquedentairedrelambert.com/,Results,"201 Bd Ducharme, Sainte-Thérèse, QC J7E 2G1, Canada",QC J7E 2G1,Canada,+1 450-434-1941
https://www.familiprix.com/fr/pharmacies/69f2676b-1125-44cb-b270-6164af984ad9?utm_source=gmb&utm_medium=organic&utm_campaign=lpm,Results,"260 Rue Principale Nord, Richmond, Quebec J0B 2H0, Canada",Quebec J0B 2H0,Canada,+1 819-826-2221
https://beauxsourires.ca/,Results,"7900 Taschereau Blvd #205D, Brossard, Quebec J4X 1C2, Canada",Quebec J4X 1C2,Canada,+1 450-672-3030
https://centredentairefairmount.com/,Results,"5253 Av. du Parc Ste 101, Montréal, QC H2V 4P2, Canada",QC H2V 4P2,Canada,+1 514-270-2838
http://dentisteriedessources.com/,Results,"43 Brunswick Blvd, Dollard-Des Ormeaux, Quebec H9B 0B5, Canada",Quebec H9B 0B5,Canada,+1 514-421-1363
http://www.centredentaireveilleux.com/,Results,"9030 Bd de l'Ormière, Québec, QC G2B 3K3, Canada",QC G2B 3K3,Canada,+1 418-915-0707
https://www.maximedionnedentiste.com/,Results,"9105 Taschereau Blvd, Brossard, Quebec J4Y 3B8, Canada",Quebec J4Y 3B8,Canada,+1 450-923-0055
https://tondentiste.ca/,Results,"2850 Boul. des Promenades #200, Sainte-Marthe-sur-le-Lac, QC J0N 1P0, Canada",QC J0N 1P0,Canada,+1 450-472-9898
http://www.masantedentaire.net/,Results,"750 Rue Saint-Vallier O, Québec, QC G1N 1E1, Canada",QC G1N 1E1,Canada,+1 418-780-0880
https://drantoyoussef.com/,Results,"8048 Av. Marcel-Villeneuve Ste 203, Laval, Quebec H7A 4J4, Canada",Quebec H7A 4J4,Canada,+1 579-999-3535
https://www.alphadentalclinic.ca/?utm_source=google_my_business_montreal&utm_medium=website_link,Results,"3550 Chem. de la Côte-des-Neiges 350, 3rd floor, Montreal, Quebec H3H 1V4, Canada",Quebec H3H 1V4,Canada,+1 514-934-0404
http://www.cliniquedentairerosemont.com/,Results,"4680 Bd Pie-IX Bureau #3, Montréal, QC H1X 2B5, Canada",QC H1X 2B5,Canada,+1 514-251-2992
http://www.cliniquedentairelucvillemaire.com/,Results,"Arrondissement Bromptonville, 49 Rue Laval, Sherbrooke, Quebec J1C 0P9, Canada",Quebec J1C 0P9,Canada,+1 819-846-0003
http://melbournefamilydental.com/?utm_source=gbp&utm_medium=organic&utm_campaign=yext_listing,Melbourne Family Dental,"2900 Lake Washington Rd Ste. 3, Melbourne, FL 32935",Melbourne,FL,(321) 780-2178
https://melbournedentalpartners.com/,Dental Partners - Melbourne,"2419 S Babcock St, Melbourne, FL 32901",Melbourne,FL,(321) 956-7700
