url,name,address,city,state,phone
https://watervilledentistry.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,Results,"151 Silver St, Waterville, ME 04901",Waterville,ME,(207) 873-1311
https://www.watervilledentalarts.com/,Results,"325d Kennedy Memorial Dr, Waterville, ME 04901",Waterville,ME,(207) 859-3114
https://www.familiprix.com/fr/pharmacies/bdc4ac68-2f19-4d35-8859-1c15385258fd?utm_source=gmb&utm_medium=organic&utm_campaign=lpm,Results,"347 Rue Gosselin, Waterville, QC J0B 3H0, Canada",QC J0B 3H0,Canada,+1 819-837-0605
http://communitydental.org/,Waterville Community Dental Center,"2 Evergreen Dr, Oakland, ME 04963",Oakland,ME,(207) 861-5801
http://www.centredentairemontcalm.com/,Results,"835 Boulevard René-Lévesque O, Québec, QC G1S 1T4, Canada",QC G1S 1T4,Canada,+1 418-681-3836
http://cliniquedentairerivesud.com/,Results,"500 Rue D'Avaugour bureau 2010, Boucherville, QC J4B 0G6, Canada",QC J4B 0G6,Canada,+1 450-449-0353
https://www.dentistewaterloo.com/,Results,"5094 Rue Foster, Waterloo, QC J0E 2N0, Canada",QC J0E 2N0,Canada,+1 450-539-3333
https://dentistesrema.com/fr/warwick?utm_source=google&utm_medium=gmbw,Results,"6 Rue Beauchesne, Warwick, QC J0A 1M0, Canada",QC J0A 1M0,Canada,+1 819-358-5000
https://www.cliniquedentairefamilialewindsor.ca/site/accueil?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,Results,"73 Rue de l'Église, Windsor, QC J1S 2A5, Canada",QC J1S 2A5,Canada,+1 819-201-8676
https://dentiste-valleyfield.com/,Results,"52 Rue de Grande-Île, Salaberry-de-Valleyfield, QC J6S 3L8, Canada",QC J6S 3L8,Canada,+1 450-373-6636
