url,name,address,city,state,phone
https://www.centredentaireseptiles.com/site/accueil?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,Results,"801 Bd Laure, Sept-Îles, QC G4R 1Y2, Canada",QC G4R 1Y2,Canada,+1 581-809-0009
https://www.dentisteseptiles.ca/,Results,"484 Bd Laure, Sept-Îles, QC G4R 1X5, Canada",QC G4R 1X5,Canada,+1 418-968-2261
https://www.cliniquedentaireseptiles.com/site/accueil?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,Results,"1005 Bd Laure, Sept-Îles, QC G4R 4S6, Canada",QC G4R 4S6,Canada,+1 581-809-9021
http://sourireeclatant.com/,Results,"128 Rue Régnault, Sept-Îles, QC G4R 5T9, Canada",QC G4R 5T9,Canada,+1 418-968-9777
https://cliniquedentairenordique.ca/,Results,"8 Bd des Îles local 9, Port-Cartier, QC G5B 2J4, Canada",QC G5B 2J4,Canada,+1 418-766-9279
http://denturologisteerichurtubise.ca/,Results,"749 Rue Beaulieu, Sept-Îles, QC G4R 1P5, Canada",QC G4R 1P5,Canada,+1 418-962-1333
http://www.cddescimes.com/,Results,"1362 Rte 117, Val-David, Quebec J0T 2N0, Canada",Quebec J0T 2N0,Canada,+1 819-320-0265
https://www.cdip.ca/site/contact-dentiste-ile-perrot?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,Results,"531 Grand Boulevard, L'Île-Perrot, QC J7V 4X4, Canada",QC J7V 4X4,Canada,+1 438-812-4050
http://www.cdmi.ca/,Results,"198 Chem. de la Grande-Côte, Rosemère, QC J7A 1H4, Canada",QC J7A 1H4,Canada,+1 450-433-1000
https://www.drmasse.com/site/accueil?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,Results,"2780 Bd Masson Ste 200, Québec, QC G1P 1J6, Canada",QC G1P 1J6,Canada,+1 581-702-4539
