url,name,address,city,state,phone
http://centredentairelavoieroy.com/,Results,"10974 Bd Sainte-Anne #104, Beaupré, QC G0A 1E0, Canada",QC G0A 1E0,Canada,+1 418-702-3368
https://www.centredentairedrapeaubouchard.com/,Results,"10516 Bd Sainte-Anne bureau 200, Sainte-Anne-de-Beaupré, QC G0A 3C0, Canada",QC G0A 3C0,Canada,+1 418-827-8337
https://cdcotedebeaupre.ca/,Results,"9745 Bd Sainte-Anne, Sainte-Anne-de-Beaupré, QC G0A 3C0, Canada",QC G0A 3C0,Canada,+1 581-540-0058
https://signaturehygienedentairetrottier.com/,Results,"entrée 2, 3333 Rue du Carrefour #215, Québec, QC G1C 5R9, Canada",QC G1C 5R9,Canada,+1 418-204-2021
https://cliniquedeschutes.com/,Results,"1352 Bd des Chutes, Québec, QC G1C 0M5, Canada",QC G1C 0M5,Canada,+1 418-663-6311
https://cliniquedentaireturcottemartin.com/,Results,"1201 Bd des Chutes, Québec, QC G1E 2G3, Canada",QC G1E 2G3,Canada,+1 418-661-4868
https://www.familiprix.com/fr/pharmacies/85be63b7-e5f1-46cc-9c46-bf054b94c2d2?utm_source=gmb&utm_medium=organic&utm_campaign=lpm,Results,"7 Rue Laplante, Château-Richer, Quebec G0A 1N0, Canada",Quebec G0A 1N0,Canada,+1 418-824-4286
https://www.cliniquedentairedgt.ca/,Results,"2400 Boul. Louis-XIV, Québec, QC G1C 5Y8, Canada",QC G1C 5Y8,Canada,+1 418-661-9299
https://www.cliniquedentaireboischatel.com/,Results,"5015 Ave Royale, Boischatel, Quebec G0A 1H0, Canada",Quebec G0A 1H0,Canada,+1 418-822-5555
https://centredentaireblanchette.ca/?utm_source=GME&utm_medium=GME&utm_campaign=GME&utm_id=GME,Results,"900 Bd Raymond #202, Québec, QC G1B 3G3, Canada",QC G1B 3G3,Canada,+1 418-663-3333
http://www.boucherboudreaultmarceau.com/,Results,"2600 Av. du Bourg-Royal Local 200, Québec, QC G1C 5S7, Canada",QC G1C 5S7,Canada,+1 418-661-3758
